de;haeufigkeit;streuung;verdacht;prompt_rang;kapitel_anzahl;kapitel
Chaldäa;14;0.57;;1;8;1. Mose 12|1. Mose 15|Hesekiel 12|Hesekiel 16|Hesekiel 23|Jeremia 50|Jeremia 51|Nehemia 9
Händler;14;0.71;;1;10;1. Mose 12|1. Mose 23|1. Mose 37|3. Mose 26|Hiob 40|Hosea 13|Jesaja 23|Nehemia 3|Sacharja 14|Sprüche 31
Teman;14;0.43;;1;6;1. Mose 35|1. Mose 37|Hesekiel 26|Hesekiel 35|Hiob 2|Jeremia 49
Ähren;14;0.36;;1;5;1. Mose 41|2. Mose 9|3. Mose 3|5. Mose 23|Jesaja 16
Kohlen;14;0.5;;1;7;3. Mose 16|Hesekiel 10|Hesekiel 24|Hiob 42|Sprüche 24|Sprüche 26|Sprüche 6
Tischri;14;0.64;;1;9;3. Mose 16|3. Mose 22|5. Mose 18|Haggai 1|Hesekiel 46|Nehemia 1|Nehemia 7|Nehemia 9|Psalmen 82
Verleumder;14;0.64;;1;9;3. Mose 19|Hesekiel 22|Jeremia 6|Jeremia 8|Psalmen 140|Sprüche 11|Sprüche 16|Sprüche 20|Sprüche 26
Enak;14;0.14;;1;2;4. Mose 13|Josua 12
Dathan;14;0.36;;1;5;4. Mose 15|4. Mose 17|4. Mose 25|5. Mose 10|Psalmen 106
Neues;14;0.43;;1;6;1. Samuel 21|4. Mose 17|Jeremia 31|Jesaja 42|Jesaja 43|Jesaja 48
Tausend;14;0.64;;1;9;1. Samuel 18|1. Samuel 21|1. Samuel 9|2. Samuel 18|4. Mose 31|4. Mose 32|5. Mose 32|Jesaja 30|Jesaja 61
Beulen;14;0.21;;1;3;1. Samuel 6|1. Samuel 7|5. Mose 28
Geschur;14;0.43;;1;6;1. Samuel 28|2. Samuel 13|2. Samuel 14|2. Samuel 15|2. Samuel 3|Josua 14
Abinadab;14;0.29;;1;4;1. Samuel 15|1. Samuel 16|1. Samuel 17|1. Samuel 31
Seraja;14;0.5;;1;7;2. Samuel 20|2. Samuel 8|Jeremia 36|Jeremia 41|Jeremia 52|Nehemia 11|Nehemia 9
Achikams;14;0.29;;1;4;Jeremia 26|Jeremia 39|Jeremia 41|Jeremia 44
Schaphans;14;0.5;;1;7;Hesekiel 8|Jeremia 26|Jeremia 28|Jeremia 36|Jeremia 39|Jeremia 41|Jeremia 44
Maaseja;14;0.29;;1;4;Nehemia 11|Nehemia 12|Nehemia 7|Nehemia 9
Weder;13;0.92;ja;1;12;1. Mose 38|1. Mose 4|1. Samuel 29|2. Mose 20|2. Mose 39|Habakuk 1|Hiob 1|Hiob 29|Jesaja 23|Psalmen 116|Sacharja 5|Sprüche 1
Stabilität;13;0.62;;1;8;1. Mose 6|1. Samuel 2|2. Mose 20|2. Samuel 4|Psalmen 45|Psalmen 75|Psalmen 88|Psalmen 98
Milka;13;0.46;;1;6;1. Mose 12|1. Mose 23|1. Mose 24|4. Mose 26|4. Mose 35|Josua 17
Syrien;13;0.54;;1;7;1. Mose 12|5. Mose 2|5. Mose 26|Hohelied 4|Jesaja 14|Jesaja 16|Sacharja 8
Zusammen;13;1.0;ja;1;13;1. Mose 14|2. Mose 39|2. Mose 8|2. Samuel 8|4. Mose 1|5. Mose 7|Hesekiel 36|Jesaja 65|Jesaja 66|Maleachi 1|Nahum 2|Sacharja 5|Sprüche 1
Wiederum;13;0.92;ja;1;12;1. Mose 20|1. Mose 44|1. Mose 47|2. Mose 33|2. Mose 6|Hesekiel 12|Hiob 8|Jeremia 32|Jesaja 51|Jesaja 8|Josua 9|Psalmen 9
Status;13;0.92;ja;1;12;1. Mose 24|1. Mose 37|1. Samuel 2|1. Samuel 4|1. Samuel 9|2. Mose 19|2. Mose 23|2. Mose 31|Jesaja 30|Jesaja 62|Psalmen 62|Psalmen 89
Polygamie;13;0.62;;1;8;1. Mose 29|1. Samuel 1|2. Samuel 3|2. Samuel 5|3. Mose 17|Maleachi 2|Psalmen 45|Sprüche 4
Leas;13;0.62;;1;8;1. Mose 29|1. Mose 30|1. Mose 31|1. Mose 34|1. Mose 35|1. Mose 48|4. Mose 1|5. Mose 33
Falsche;13;0.77;ja;1;10;1. Mose 31|5. Mose 13|5. Mose 18|5. Mose 20|Hesekiel 12|Hesekiel 14|Jeremia 23|Jesaja 28|Jesaja 44|Sacharja 13
Potiphar;13;0.23;;1;3;1. Mose 37|1. Mose 38|1. Mose 40
Unmoral;13;1.0;ja;1;13;1. Mose 38|2. Mose 31|2. Mose 32|3. Mose 19|5. Mose 7|Hesekiel 16|Hohelied 8|Hosea 2|Hosea 4|Psalmen 106|Psalmen 82|Sacharja 13|Sprüche 31
Religion;13;1.0;ja;1;13;1. Samuel 21|2. Mose 7|2. Mose 8|5. Mose 12|5. Mose 15|5. Mose 16|Hesekiel 26|Hosea 7|Jesaja 1|Jesaja 28|Jesaja 51|Sacharja 13|Sacharja 14
Migdol;13;0.54;;1;7;2. Mose 12|2. Mose 13|4. Mose 32|Hesekiel 29|Hesekiel 30|Jeremia 44|Jeremia 46
Blutvergießen;13;0.92;ja;1;12;2. Samuel 13|2. Samuel 20|3. Mose 17|5. Mose 20|Habakuk 2|Hesekiel 22|Hesekiel 29|Hesekiel 35|Hesekiel 6|Jesaja 33|Sacharja 1|Sacharja 9
Zelophchad;13;0.15;;1;2;4. Mose 26|Josua 17
Sonnenaufgang;13;0.69;;1;9;4. Mose 32|4. Mose 34|5. Mose 4|Hiob 38|Jesaja 42|Josua 19|Psalmen 118|Psalmen 128|Sprüche 31
Sittim;13;0.31;;1;4;Jesaja 2|Joel 4|Josua 2|Josua 9
Achor;13;0.31;;1;4;Hosea 2|Jesaja 65|Josua 14|Josua 8
Hadad-Eser;13;0.15;;1;2;2. Samuel 10|2. Samuel 8
Tekoa;13;0.23;;1;3;2. Samuel 14|Jeremia 5|Nehemia 3
Noph;13;0.38;;1;5;Hesekiel 30|Jeremia 2|Jeremia 44|Jeremia 46|Jesaja 19
Netanjas;13;0.15;;1;2;Jeremia 39|Jeremia 41
Vielmehr;12;1.0;ja;1;12;1. Mose 1|1. Mose 23|2. Mose 6|2. Samuel 22|5. Mose 23|5. Mose 7|Hiob 6|Hohelied 1|Jesaja 42|Josua 2|Maleachi 1|Psalmen 51
Schlangen;12;0.58;;1;7;1. Mose 3|2. Mose 7|3. Mose 19|4. Mose 20|5. Mose 9|Jeremia 1|Jeremia 8
Manche;12;1.0;ja;1;12;1. Mose 4|2. Mose 9|3. Mose 19|Hesekiel 18|Hesekiel 37|Hiob 40|Jesaja 56|Psalmen 110|Psalmen 116|Psalmen 22|Psalmen 62|Psalmen 82
Nahors;12;0.5;;1;6;1. Mose 12|1. Mose 23|1. Mose 24|1. Mose 29|1. Mose 32|Josua 24
Schwefel;12;0.58;;1;7;1. Mose 20|5. Mose 29|Hesekiel 38|Hesekiel 39|Hiob 18|Jesaja 1|Jesaja 35
Massa;12;0.67;;1;8;1. Mose 25|2. Mose 16|2. Mose 17|5. Mose 33|5. Mose 6|5. Mose 9|Psalmen 112|Psalmen 95
Hemor;12;0.08;;1;1;1. Mose 34
Machirs;12;0.58;;1;7;1. Mose 50|2. Samuel 8|4. Mose 26|4. Mose 32|4. Mose 35|Josua 14|Josua 17
Zittern;12;0.83;ja;1;10;2. Mose 15|Hesekiel 12|Hesekiel 3|Hiob 20|Hiob 26|Hiob 4|Jeremia 49|Jesaja 33|Psalmen 1|Psalmen 48
Fußes;12;0.58;;1;7;2. Mose 15|2. Mose 29|3. Mose 14|3. Mose 15|3. Mose 8|Josua 2|Psalmen 119
Mirjam;12;0.42;;1;5;2. Mose 15|4. Mose 19|4. Mose 26|5. Mose 24|Jesaja 2
Phase;12;0.83;ja;1;10;2. Mose 17|3. Mose 13|3. Mose 17|4. Mose 33|Hesekiel 1|Jesaja 60|Jesaja 65|Jesaja 66|Psalmen 40|Psalmen 48
Akaba;12;0.67;;1;8;2. Mose 24|4. Mose 14|4. Mose 20|5. Mose 1|Hesekiel 26|Hesekiel 35|Josua 10|Sacharja 14
Zedernholz;12;0.42;;1;5;2. Samuel 7|3. Mose 14|3. Mose 15|4. Mose 19|Haggai 1
Medien;12;0.67;;1;8;3. Mose 19|5. Mose 18|Jeremia 26|Jeremia 50|Jeremia 51|Jesaja 42|Sacharja 3|Sacharja 8
Ribla;12;0.42;;1;5;4. Mose 34|Hesekiel 10|Hesekiel 12|Jeremia 39|Jeremia 52
Ehren;12;0.75;;1;9;5. Mose 6|Hiob 15|Jesaja 14|Jesaja 16|Jesaja 8|Psalmen 112|Psalmen 91|Sprüche 13|Sprüche 31
Bündnisse;12;1.0;ja;1;12;5. Mose 18|Hesekiel 30|Hesekiel 37|Hosea 10|Hosea 13|Jeremia 5|Jesaja 28|Joel 2|Nehemia 6|Nehemia 9|Psalmen 147|Psalmen 61
Entweder;12;0.92;ja;1;11;2. Samuel 13|2. Samuel 18|2. Samuel 24|5. Mose 28|Jesaja 2|Jesaja 43|Nehemia 6|Psalmen 116|Psalmen 147|Psalmen 73|Psalmen 82
Kirjat-Jearim;12;0.75;;1;9;1. Samuel 14|1. Samuel 2|1. Samuel 4|1. Samuel 7|2. Samuel 5|Jeremia 26|Josua 14|Josua 19|Josua 9
Aseka;12;0.33;;1;4;1. Samuel 17|Josua 16|Josua 9|Nehemia 11
Debir;12;0.5;;1;6;Josua 10|Josua 12|Josua 14|Josua 16|Josua 21|Josua 9
Rephaim;12;0.42;;1;5;2. Samuel 24|2. Samuel 5|Jesaja 16|Josua 14|Josua 19
Bahn;12;0.58;;1;7;1. Samuel 2|Jesaja 41|Jesaja 58|Jesaja 62|Joel 2|Sprüche 24|Sprüche 4
Josaphat;12;0.5;;1;6;2. Samuel 20|2. Samuel 8|Joel 2|Joel 4|Sacharja 14|Sacharja 5
Heiliger;12;0.75;;1;9;2. Samuel 22|Habakuk 1|Habakuk 2|Jesaja 1|Jesaja 10|Jesaja 41|Jesaja 43|Psalmen 106|Psalmen 72
Immanuel;12;0.25;;1;3;Jesaja 10|Jesaja 7|Jesaja 8
Kareachs;12;0.17;;1;2;Jeremia 41|Jeremia 44
Bestandteil;11;1.0;ja;1;11;1. Mose 2|2. Mose 17|2. Mose 20|2. Mose 6|4. Mose 28|Hesekiel 29|Hesekiel 38|Hesekiel 44|Jesaja 56|Jesaja 61|Psalmen 1
Garizim;11;0.64;;1;7;1. Mose 12|1. Mose 34|1. Mose 8|5. Mose 12|5. Mose 26|5. Mose 28|Josua 9
Jawan;11;0.27;;1;3;1. Mose 9|Hesekiel 27|Jesaja 66
Vorbereitungen;11;0.82;ja;1;9;1. Mose 21|2. Mose 40|4. Mose 1|4. Mose 25|Hesekiel 40|Jesaja 23|Jesaja 28|Josua 1|Maleachi 2
Paddan-Aram;11;0.45;;1;5;1. Mose 25|1. Mose 28|1. Mose 34|1. Mose 35|1. Mose 45
Bilha;11;0.27;;1;3;1. Mose 29|1. Mose 35|1. Mose 47
Totes;11;1.0;ja;1;11;1. Mose 32|1. Samuel 12|1. Samuel 2|1. Samuel 4|1. Samuel 6|2. Samuel 11|Hesekiel 47|Joel 2|Josua 12|Josua 20|Josua 9
Stoppeln;11;0.73;;1;8;2. Mose 15|2. Mose 6|Jeremia 13|Jesaja 41|Jesaja 48|Jesaja 5|Maleachi 3|Psalmen 82
Handlungen;11;1.0;ja;1;11;1. Samuel 16|2. Mose 6|2. Samuel 11|2. Samuel 24|2. Samuel 7|3. Mose 7|5. Mose 13|5. Mose 28|5. Mose 34|Hosea 10|Jeremia 15
Maria;11;0.64;;1;7;2. Mose 12|3. Mose 1|3. Mose 13|Haggai 1|Haggai 2|Jeremia 23|Jeremia 44
Blei;11;0.73;;1;8;2. Mose 15|4. Mose 31|Hesekiel 22|Hesekiel 27|Hiob 20|Jeremia 6|Jesaja 2|Sacharja 5
Bezaleel;11;0.36;;1;4;2. Mose 17|2. Mose 31|2. Mose 36|2. Mose 38
Ziegenhaar;11;0.73;;1;8;2. Mose 24|2. Mose 25|2. Mose 34|2. Mose 36|4. Mose 31|Hohelied 1|Joel 1|Sacharja 13
Seekuhfellen;11;0.45;;1;5;2. Mose 25|2. Mose 36|2. Mose 39|4. Mose 4|Hesekiel 16
Hauptes;11;0.91;ja;1;10;1. Samuel 28|4. Mose 6|5. Mose 13|Hesekiel 8|Hiob 18|Jesaja 23|Psalmen 107|Psalmen 36|Psalmen 40|Psalmen 61
Abiram;11;0.36;;1;4;4. Mose 15|4. Mose 17|4. Mose 25|5. Mose 10
Sicht;11;0.91;ja;1;10;1. Samuel 17|1. Samuel 18|1. Samuel 28|5. Mose 9|Jeremia 50|Jesaja 31|Psalmen 133|Psalmen 20|Psalmen 73|Sprüche 3
Eglon;11;0.36;;1;4;Josua 10|Josua 12|Josua 16|Josua 9
Hophni;11;0.27;;1;3;1. Samuel 1|1. Samuel 2|1. Samuel 4
Gesichte;11;0.73;;1;8;1. Samuel 2|1. Samuel 28|Hesekiel 1|Hesekiel 12|Hesekiel 14|Hesekiel 40|Hiob 8|Joel 2
Doeg;11;0.36;;1;4;1. Samuel 21|1. Samuel 23|Psalmen 110|Psalmen 51
Hanun;11;0.18;;1;2;2. Samuel 10|Nehemia 3
Zeitalter;11;0.91;ja;1;10;Hosea 4|Jeremia 48|Jesaja 31|Jesaja 35|Jesaja 43|Jesaja 52|Maleachi 1|Psalmen 85|Sacharja 14|Sacharja 9
Paschhur;11;0.36;;1;4;Jeremia 19|Jeremia 21|Jeremia 37|Nehemia 9
Nerijas;11;0.55;;1;6;Jeremia 32|Jeremia 36|Jeremia 37|Jeremia 44|Jeremia 46|Jeremia 52
Manchmal;10;1.0;ja;1;10;1. Mose 1|5. Mose 18|Hiob 2|Jeremia 3|Jesaja 2|Jesaja 64|Josua 24|Psalmen 1|Psalmen 119|Psalmen 50
Sarkasmus;10;0.9;ja;1;9;1. Mose 4|2. Mose 16|Habakuk 1|Habakuk 2|Hesekiel 27|Hiob 13|Hiob 15|Nahum 2|Sacharja 11
Ararat;10;0.4;;1;4;1. Mose 7|1. Mose 8|Jeremia 51|Jesaja 38
Magog;10;0.4;;1;4;1. Mose 9|Hesekiel 37|Hesekiel 39|Hesekiel 40
Königreiches;10;0.7;;1;7;1. Mose 9|5. Mose 18|Haggai 1|Haggai 2|Sacharja 13|Sacharja 5|Sacharja 9
Melchisedek;10;0.3;;1;3;1. Mose 14|1. Mose 15|Josua 16
Angebot;10;0.8;ja;1;8;1. Mose 15|1. Mose 19|1. Mose 42|1. Samuel 18|2. Mose 31|2. Samuel 12|2. Samuel 8|Hiob 8
Beschützer;10;0.9;ja;1;9;1. Mose 15|1. Samuel 31|2. Samuel 13|Hesekiel 16|Hosea 13|Hosea 4|Psalmen 128|Psalmen 22|Sacharja 5
Dieselbe;10;0.9;ja;1;9;1. Mose 21|4. Mose 26|4. Mose 9|5. Mose 12|Jesaja 11|Jesaja 13|Jesaja 37|Jesaja 38|Sacharja 1
Nachrichten;10;0.9;ja;1;9;1. Mose 23|1. Mose 45|2. Mose 17|2. Mose 33|2. Samuel 16|Hiob 2|Jeremia 32|Nahum 2|Psalmen 50
Geste;10;1.0;ja;1;10;1. Mose 23|2. Samuel 1|3. Mose 16|3. Mose 9|Hesekiel 21|Hiob 27|Josua 10|Psalmen 62|Sacharja 11|Sprüche 31
Höchstwahrscheinlich;10;0.9;ja;1;9;1. Mose 25|3. Mose 20|Hesekiel 27|Hiob 2|Jesaja 35|Jona 3|Maleachi 3|Psalmen 110|Psalmen 118
Pniel;10;0.3;;1;3;1. Mose 32|2. Samuel 2|Nahum 2
Stattdessen;10;1.0;ja;1;10;1. Mose 34|2. Samuel 20|2. Samuel 24|4. Mose 26|Hesekiel 12|Hesekiel 46|Jeremia 6|Jesaja 43|Psalmen 119|Sprüche 4
Mischehen;10;0.6;;1;6;1. Mose 37|2. Mose 23|2. Mose 34|5. Mose 7|Maleachi 2|Nehemia 9
Issaschars;10;0.6;;1;6;1. Mose 45|1. Samuel 29|4. Mose 1|4. Mose 26|4. Mose 9|Josua 19
Sered;10;0.5;;1;5;1. Mose 45|4. Mose 20|4. Mose 26|5. Mose 2|Jesaja 14
Lehm;10;0.7;;1;7;2. Mose 1|2. Mose 7|Hiob 13|Hiob 33|Jesaja 42|Nahum 2|Psalmen 82
Pflichten;10;1.0;ja;1;10;1. Samuel 17|2. Mose 27|2. Mose 6|2. Samuel 4|3. Mose 9|4. Mose 15|4. Mose 2|5. Mose 18|Hesekiel 1|Jesaja 46
Rephidim;10;0.5;;1;5;2. Mose 12|2. Mose 16|2. Mose 17|2. Mose 19|4. Mose 32
Mara;10;0.4;;1;4;2. Mose 13|2. Mose 15|2. Mose 16|4. Mose 32
Decken;10;0.7;;1;7;2. Mose 25|2. Mose 26|4. Mose 3|Haggai 1|Jesaja 28|Sprüche 31|Sprüche 7
Hoherpriester;10;1.0;ja;1;10;2. Mose 28|3. Mose 20|3. Mose 6|3. Mose 8|4. Mose 17|4. Mose 19|Haggai 1|Psalmen 110|Psalmen 133|Sacharja 3
Achan;10;0.7;;1;7;1. Samuel 14|3. Mose 27|3. Mose 3|Hosea 2|Josua 22|Josua 6|Josua 8
Schuppen;10;0.3;;1;3;3. Mose 11|5. Mose 13|Hesekiel 29
General;10;0.4;;1;4;3. Mose 13|Psalmen 20|Psalmen 42|Psalmen 45
Abarim;10;0.5;;1;5;4. Mose 26|4. Mose 33|5. Mose 32|Hesekiel 39|Jeremia 23
Wasserquellen;10;0.6;;1;6;4. Mose 32|Jesaja 35|Jesaja 41|Jesaja 49|Josua 16|Psalmen 107
Fußsohle;10;0.6;;1;6;2. Samuel 14|5. Mose 12|5. Mose 28|Hesekiel 1|Hiob 2|Jesaja 1
Kalk;10;0.3;;1;3;5. Mose 26|Hesekiel 14|Jesaja 33
Wermut;10;0.4;;1;4;5. Mose 29|Jeremia 10|Jeremia 23|Sprüche 4
Japho;10;0.5;;1;5;2. Samuel 11|Jona 1|Jona 3|Josua 19|Nehemia 6
Merab;10;0.3;;1;3;1. Samuel 14|1. Samuel 18|2. Samuel 21
Rizpa;10;0.2;;1;2;2. Samuel 21|2. Samuel 3
Obed-Edom;10;0.1;;1;1;2. Samuel 5
Tachpanches;10;0.4;;1;4;Hesekiel 30|Jeremia 2|Jeremia 44|Jeremia 46
Trümmern;10;0.5;;1;5;Haggai 1|Hesekiel 35|Hiob 31|Nehemia 2|Psalmen 74
Hallel;10;0.4;;1;4;Psalmen 112|Psalmen 119|Psalmen 133|Psalmen 144
Japhet;9;0.56;;1;5;1. Mose 10|1. Mose 49|1. Mose 6|1. Mose 7|1. Mose 9
Luft;9;0.78;ja;1;7;1. Mose 20|1. Mose 7|2. Mose 15|Hiob 33|Hiob 8|Jeremia 13|Jeremia 2
Sems;9;0.44;;1;4;1. Mose 10|1. Mose 11|1. Mose 9|1. Samuel 4
Abfassungszeit;9;1.0;ja;1;9;1. Mose 9|1. Samuel 10|1. Samuel 28|1. Samuel 6|2. Mose 13|2. Mose 8|Hohelied 1|Jesaja 1|Sprüche 24
Integrität;9;1.0;ja;1;9;1. Mose 12|Hesekiel 46|Hiob 1|Hiob 10|Hiob 8|Jesaja 48|Psalmen 13|Psalmen 16|Psalmen 18
Pheresiter;9;1.0;ja;1;9;1. Mose 14|2. Mose 3|2. Mose 33|2. Mose 34|Josua 12|Josua 17|Josua 2|Josua 9|Nehemia 9
Kontakt;9;0.89;ja;1;8;1. Mose 21|1. Mose 31|1. Samuel 29|2. Mose 23|3. Mose 19|4. Mose 22|4. Mose 5|Nehemia 6
Maacha;9;0.56;;1;5;1. Mose 23|2. Samuel 10|2. Samuel 13|2. Samuel 24|2. Samuel 3
Kamelen;9;0.56;;1;5;1. Mose 23|1. Mose 24|Jesaja 21|Nehemia 7|Sacharja 14
Informationen;9;1.0;ja;1;9;1. Mose 25|2. Mose 17|2. Mose 23|2. Mose 6|5. Mose 18|Josua 8|Nehemia 6|Psalmen 28|Sprüche 20
Reue;9;0.89;ja;1;8;1. Mose 28|5. Mose 29|Hiob 42|Hiob 6|Jeremia 13|Jeremia 31|Jesaja 58|Nehemia 6
Offensichtlich;9;1.0;ja;1;9;1. Mose 30|1. Mose 43|1. Samuel 4|2. Mose 15|2. Mose 27|2. Mose 8|5. Mose 23|Hiob 42|Jeremia 24
Literatur;9;1.0;ja;1;9;1. Mose 31|1. Mose 38|1. Mose 48|1. Samuel 4|2. Mose 20|2. Mose 8|Habakuk 2|Psalmen 28|Psalmen 72
Religionen;9;0.89;ja;1;8;1. Mose 40|2. Mose 40|5. Mose 13|5. Mose 32|Hiob 31|Psalmen 98|Sacharja 13|Sacharja 14
Memphis;9;0.89;ja;1;8;1. Mose 41|Hesekiel 24|Hesekiel 30|Hosea 10|Jeremia 44|Jesaja 19|Jesaja 30|Maleachi 3
Kindeskinder;9;0.89;ja;1;8;1. Mose 45|2. Mose 9|5. Mose 4|5. Mose 6|Hesekiel 37|Hiob 42|Sprüche 13|Sprüche 16
Antworten;9;0.89;ja;1;8;2. Mose 3|Hiob 10|Hiob 20|Hiob 40|Hiob 42|Psalmen 13|Psalmen 40|Psalmen 45
Zwecken;9;1.0;ja;1;9;2. Mose 8|2. Samuel 24|3. Mose 7|3. Mose 9|Hesekiel 47|Jesaja 44|Jesaja 66|Joel 2|Sacharja 9
Elim;9;0.33;;1;3;2. Mose 15|2. Mose 16|4. Mose 32
Darüber;9;0.89;ja;1;8;1. Samuel 14|1. Samuel 28|2. Mose 20|Hiob 13|Jeremia 31|Jona 1|Psalmen 40|Psalmen 61
Zahn;9;0.44;;1;4;2. Mose 21|3. Mose 25|5. Mose 20|Sprüche 24
Entscheidungen;9;0.89;ja;1;8;1. Samuel 18|2. Mose 21|2. Samuel 15|2. Samuel 3|Hiob 23|Hosea 4|Jesaja 64|Jesaja 7
Angriffen;9;0.89;ja;1;8;2. Mose 23|2. Samuel 21|Hesekiel 26|Jesaja 25|Nehemia 1|Nehemia 2|Psalmen 91|Sacharja 11
Panik;9;0.78;ja;1;7;1. Samuel 14|2. Mose 24|5. Mose 7|Hesekiel 38|Psalmen 55|Psalmen 9|Sacharja 14
Wohnorten;9;0.78;ja;1;7;3. Mose 22|3. Mose 23|3. Mose 3|4. Mose 35|Hesekiel 37|Hesekiel 6|Jesaja 33
Anschließend;9;1.0;ja;1;9;1. Samuel 2|3. Mose 19|5. Mose 1|5. Mose 26|Hiob 18|Hohelied 4|Josua 20|Psalmen 110|Sacharja 8
Pfingsten;9;0.78;ja;1;7;3. Mose 22|3. Mose 23|5. Mose 16|Hesekiel 45|Jeremia 49|Psalmen 112|Psalmen 119
Arad;9;0.33;;1;3;4. Mose 20|4. Mose 33|Josua 12
Struktur;9;1.0;ja;1;9;5. Mose 28|5. Mose 31|Jesaja 19|Psalmen 116|Psalmen 119|Psalmen 144|Psalmen 25|Psalmen 28|Psalmen 40
Jeschurun;9;0.33;;1;3;5. Mose 32|5. Mose 33|Jesaja 43
Beth-Horon;9;0.56;;1;5;1. Samuel 14|Josua 16|Josua 19|Josua 21|Josua 9
Makkeda;9;0.44;;1;4;Josua 10|Josua 12|Josua 16|Josua 9
Megiddo;9;0.67;;1;6;1. Samuel 29|2. Samuel 11|Josua 12|Josua 17|Josua 19|Sacharja 13
Bedeutet;9;0.56;;1;5;1. Samuel 1|1. Samuel 15|1. Samuel 6|1. Samuel 7|Jeremia 21
Achija;9;0.33;;1;3;1. Samuel 14|1. Samuel 21|Nehemia 9
Achinoam;9;0.78;ja;1;7;1. Samuel 14|1. Samuel 25|1. Samuel 28|1. Samuel 29|2. Samuel 12|2. Samuel 13|2. Samuel 3
Ners;9;0.56;;1;5;1. Samuel 14|1. Samuel 26|2. Samuel 2|2. Samuel 3|2. Samuel 4
Najot;9;0.11;;1;1;1. Samuel 20
Teiches;9;0.56;;1;5;2. Samuel 2|Jesaja 21|Jesaja 23|Jesaja 35|Jesaja 7
Mahanaim;9;0.67;;1;6;2. Samuel 18|2. Samuel 19|2. Samuel 2|2. Samuel 3|2. Samuel 4|Hohelied 6
Bachurim;9;0.33;;1;3;2. Samuel 16|2. Samuel 19|2. Samuel 3
Tröster;9;0.67;;1;6;2. Samuel 10|Hiob 15|Hiob 23|Hiob 27|Nahum 2|Psalmen 69
Ussija;9;0.11;;1;1;Jesaja 6
Unterdrücker;9;0.89;ja;1;8;Jesaja 14|Jesaja 27|Jesaja 30|Jesaja 31|Jesaja 40|Jesaja 49|Jesaja 60|Jesaja 8
Feuerflammen;9;0.67;;1;6;Jesaja 28|Jesaja 31|Jesaja 66|Psalmen 104|Psalmen 105|Psalmen 28
Oholiba;9;0.11;;1;1;Hesekiel 23
Jedaja;9;0.33;;1;3;Nehemia 11|Nehemia 3|Sacharja 6
Artaxerxes;9;0.44;;1;4;Nehemia 1|Nehemia 12|Nehemia 2|Nehemia 6
Vorteile;8;1.0;ja;1;8;1. Mose 17|1. Mose 3|2. Mose 23|3. Mose 11|3. Mose 3|Nahum 2|Nehemia 12|Sprüche 7
Gutem;8;0.88;ja;1;7;1. Mose 3|1. Samuel 25|2. Samuel 16|Psalmen 104|Sacharja 1|Sprüche 14|Sprüche 18
Schlag;8;0.88;ja;1;7;1. Mose 3|1. Samuel 29|1. Samuel 7|Hesekiel 24|Jeremia 13|Jesaja 27|Jesaja 31
Morija;8;0.62;;1;5;1. Mose 21|1. Mose 8|2. Samuel 24|2. Samuel 5|Hesekiel 42
Winter;8;0.75;;1;6;1. Mose 9|Hesekiel 8|Hiob 38|Jeremia 8|Psalmen 74|Sacharja 14
Alte;8;0.75;;1;6;1. Mose 45|1. Mose 9|2. Mose 16|Jeremia 6|Jesaja 65|Psalmen 147
Zeboim;8;0.62;;1;5;1. Mose 10|1. Mose 14|5. Mose 29|Hosea 10|Nehemia 11
Fürsprecher;8;1.0;ja;1;8;1. Mose 20|1. Samuel 2|2. Mose 28|2. Mose 33|Habakuk 1|Hesekiel 14|Jeremia 5|Jesaja 60
Mutwillen;8;0.5;;1;4;1. Mose 21|1. Mose 40|4. Mose 23|Hesekiel 16
Hets;8;0.25;;1;2;1. Mose 23|1. Mose 28
Futter;8;0.75;;1;6;1. Mose 24|1. Mose 42|1. Mose 43|Hiob 23|Hiob 40|Hiob 6
Ketura;8;0.62;;1;5;1. Mose 24|1. Mose 37|4. Mose 22|Hiob 2|Jesaja 60
Drohungen;8;0.88;ja;1;7;1. Mose 24|2. Mose 10|5. Mose 29|Jeremia 37|Nehemia 13|Nehemia 4|Sprüche 13
Duma;8;0.38;;1;3;1. Mose 25|Jesaja 21|Josua 16
Diebstahl;8;0.88;ja;1;7;1. Mose 31|5. Mose 20|Hiob 23|Hosea 7|Jesaja 1|Sprüche 1|Sprüche 7
Göttin;8;0.88;ja;1;7;1. Mose 31|2. Mose 8|5. Mose 16|Hesekiel 30|Jeremia 6|Jona 1|Nahum 2
Beors;8;1.0;ja;1;8;1. Mose 37|4. Mose 22|4. Mose 23|4. Mose 31|5. Mose 23|Jesaja 2|Josua 14|Josua 24
Garben;8;0.88;ja;1;7;1. Mose 37|Hiob 23|Hiob 6|Jeremia 10|Jeremia 50|Nehemia 12|Psalmen 128
Prostitution;8;0.88;ja;1;7;1. Mose 38|1. Samuel 2|5. Mose 23|Hosea 10|Hosea 4|Hosea 7|Jeremia 6
Rosch;8;0.5;;1;4;1. Mose 47|3. Mose 22|Hesekiel 37|Hesekiel 39
Sonnenuntergang;8;0.75;;1;6;2. Mose 12|2. Mose 23|5. Mose 12|5. Mose 22|Psalmen 118|Sprüche 20
Josephus;8;1.0;ja;1;8;1. Samuel 12|1. Samuel 2|1. Samuel 7|2. Mose 12|Hesekiel 48|Jesaja 44|Nahum 2|Sacharja 11
